chr1 4550468 1
chr1 4775651 1
chr1 4797918 1
chr1 4848080 1
chr1 5073428 1
chr1 5340889 1
chr1 6204874 1
chr1 6431540 1
chr1 7078966 1
chr1 7168058 1
chr1 7180810 1
chr1 7261987 1
chr1 7325274 1
chr1 7388568 1
chr1 7478322 1
chr1 8929142 1
chr1 9535888 1
chr1 9538315 1
chr1 9690324 1
chr1 9738166 1
chr1 9758750 1
chr1 9788301 1
chr1 9838442 1
chr1 9931526 1
chr1 9932984 1
chr1 9934002 1
chr1 9957514 1
chr1 10028138 1
chr1 10030029 1
chr1 10222824 1
chr1 10983806 1
chr1 11404212 1
chr1 11614642 1
chr1 11616744 1
chr1 11773295 1
chr1 13363626 1
chr1 13579630 1
chr1 13650494 1
chr1 13727171 1
chr1 14103734 1
chr1 14965823 1
chr1 15073959 1
chr1 15254173 1
chr1 15276916 1
chr1 15781682 1
chr1 15796105 1
chr1 15842012 1
chr1 15882830 1
chr1 16077447 1
chr1 16083301 1
chr1 16089882 1
chr1 16090758 1
chr1 16091504 1
chr1 16093984 1
chr1 16095579 1
chr1 16509052 1
chr1 16510013 1
chr1 16583064 1
chr1 16609104 1
chr1 16646765 1
chr1 16655455 1
chr1 16943592 1
chr1 17087620 1
chr1 17379788 1
chr1 17457257 1
chr1 17912434 1
chr1 18068274 1
chr1 18527900 1
chr1 18649097 1
chr1 19122123 1
chr1 19989392 1
chr1 20274429 1
chr1 20422960 1
chr1 20787491 1
chr1 20790362 1
chr1 20791512 1
chr1 20793542 1
chr1 20797848 1
chr1 20799600 1
chr1 20800159 1
chr1 20801971 1
chr1 20803368 1
chr1 20810128 1
chr1 20880874 1
chr1 21069114 1
chr1 21069681 1
chr1 21191875 1
chr1 21951632 1
chr1 22540562 1
chr1 22880996 1
chr1 23263434 1
chr1 23314004 1
chr1 23389818 1
chr1 23928963 1
chr1 24082960 1
chr1 24107252 1
chr1 24685707 1
chr1 25176972 1
chr1 25647898 1
chr1 25719518 1
chr1 27196822 1
chr1 27216648 1
chr1 27251498 1
chr1 28249438 1
chr1 28345078 1
chr1 29760488 1
chr1 30123823 1
chr1 30367779 1
chr1 30723659 1
chr1 30910625 1
chr1 30930448 1
chr1 31001512 1
chr1 31006490 1
chr1 31132388 1
chr1 31757970 1
chr1 32130728 1
chr1 32722820 1
chr1 33076482 1
chr1 33313752 1
chr1 33464588 1
chr1 33465454 1
chr1 33777010 1
chr1 33814554 1
chr1 33871162 1
chr1 33964664 1
chr1 34068581 1
chr1 34131788 1
chr1 34160460 1
chr1 34165314 1
chr1 34474766 1
chr1 34496022 1
chr1 34807735 1
chr1 34858728 1
chr1 34863122 1
chr1 34867275 1
chr1 34868497 1
chr1 34872090 1
chr1 34899676 1
chr1 36068209 1
chr1 36070928 1
chr1 36072546 1
chr1 36073898 1
chr1 36116383 1
